CUSTOMER_ID,ORDER_ID,item1,item2,item3,RECOMMENDATION 1,RECOMMENDATION 2,RECOMMENDATION 3
7775815,1211569589,Regular Buffalo Fries,Ranch Dip - Regular,20 pc Grilled Wings,Ranch Dip - Large,10 pc Spicy Wings,5 pc Crispy Strips Combo
820974237,5931929840,Ranch Dip - Regular,20 pc Mixed Wings,Regular Buffalo Fries,20 Oz Soda,Fried Corn - Regular,Add 5 Spicy Wings
413508946,937233417,Ranch Dip - Regular,10 pc Spicy Wings,Fried Corn - Regular,Large Buffalo Fries,Regular Buffalo Fries,20pc Spicy Feast Deal
989778920,1836342210,2 pc Crispy Strips,6 pc Grilled Wings Combo,15 pc Mixed Wings Combo,Ranch Dip - Large,Ranch Dip - Regular,Regular Buffalo Fries
655805726,7825139391,10 pc Mixed Wings,6 pc Spicy Wings Combo,8 pc Spicy Wings Combo,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
989891009,6893279585,30 pc Family Grilled Wings,Fried Corn - Regular,Ranch Dip - Large,Large Buffalo Fries,Dipping Sauce,Add 5 Grilled Wings
377021551,4932507016,Regular Buffalo Fries,20 pc Grilled Wings,Ranch Dip - Regular,Large Buffalo Fries,32 Oz Soda,Fried Corn - Regular
170615493,693268549,Veggie Sticks Spicy,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,Ranch Dip - Large,Fried Corn - Large,Fried Corn - Regular
324940474,8403128336,32 Oz Soda,Regular Buffalo Fries,Ranch Dip - Regular,20 pc Grilled Wings,10 pc Spicy Wings,20pc Spicy Feast Deal
221008314,6272521896,7 pc Crispy Strips,Ranch Dip - Regular,Regular Buffalo Fries,20 pc Grilled Wings,10 pc Grilled Wings,Dipping Sauce
629815746,7055108210,25 pc Game Day Pack,10 pc Spicy Wings,Ranch Dip - Regular,10 pc Grilled Wings,Add 5 Spicy Wings,Regular Buffalo Fries
332232963,7658098544,10 pc Spicy Wings Combo,Triple Chocolate Cake,15 pc Grilled Wings Combo,6 pc Grilled Wings Combo,Ranch Dip - Regular,Regular Buffalo Fries
243482130,3244141341,10 pc Grilled Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings,32 Oz Soda,6 pc Spicy Wings Combo,Blue Cheese Dip - Regular
808428514,8919162423,Triple Chocolate Cake,8 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,2 pc Crispy Strips,Add 5 Spicy Wings
969554031,1228896755,10 pc Grilled Wings Combo,3 pc Crispy Strips Combo,2 pc Crispy Strips,Ranch Dip - Large,Cheese Dip - Medium,Ranch Dip - Regular
421528859,1388721424,2 pc Crispy Strips,Ranch Dip - Regular,Voodoo Fries - Regular,7 pc Crispy Strips,5 pc Crispy Strips Combo,Chicken Sub Combo
39554714,8049334637,Large Celery Sticks,2 pc Crispy Strips,20pc Spicy Feast Deal,Add 5 Spicy Wings,Ranch Dip - Large,Fried Corn - Regular
795166073,668877122,10 pc Spicy Wings Combo,Chicken Sub,Cheese Dip - Medium,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
438600504,1832380165,Ranch Dip - Regular,Add 5 Spicy Wings,20 pc Spicy Wings,Regular Buffalo Fries,Large Buffalo Fries,10 pc Grilled Wings
719437360,7454286331,20 pc Crispy Strips,Ranch Dip - Regular,Add 5 Spicy Wings,Large Buffalo Fries,Ranch Dip - Regular,Regular Buffalo Fries
362509592,8820300730,Ranch Dip - Regular,Fried Corn - Large,10 pc Grilled Wings,2 pc Crispy Strips,20pc Spicy Feast Deal,Fried Corn - Regular
296304012,3534967544,Chicken Sub Combo,Chicken Sub,Ranch Dip - Regular,20 pc Grilled Wings,10 pc Spicy Wings,20pc Spicy Feast Deal
521152500,4099111737,25 pc Game Day Pack,Add 5 Spicy Wings,Regular Buffalo Fries,Ranch Dip - Regular,5 pc Crispy Strips Combo,Dipping Sauce
682434190,5692983309,20 Oz Soda,Ranch Dip - Regular,30 pc Grilled Wings,Large Buffalo Fries,Blue Cheese Dip - Regular,Veggie Sticks Spicy
758373218,2551508316,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large,2 pc Crispy Strips,Fried Corn - Large,32 Oz Soda
791424763,6401485824,Veggie Sticks Spicy,Flavor Platter,20 Oz Soda,Ranch Dip - Large,Chicken Sub,Large Buffalo Fries
116528530,8377653183,8 pc Mixed Wings Combo,Ranch Dip - Regular,8 pc Spicy Wings Combo,8 pc Grilled Wings Combo,Fried Corn - Regular,2 pc Crispy Strips
967741527,2593391980,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo,20 Oz Soda,Chicken Sub,Regular Buffalo Fries,10 pc Spicy Wings
155880420,4662155831,2 pc Crispy Strips,Fried Corn - Regular,10 pc Grilled Wings Combo,Chicken Sub Combo,Ranch Dip - Regular,Ranch Dip - Large
243563824,3504881894,Add 5 Spicy Wings,10 pc Grilled Wings Combo,Ranch Dip - Large,Fried Corn - Regular,Veggie Sticks Spicy,Chicken Sub Combo
169050503,7921565680,Ranch Dip - Regular,8 pc Grilled Wings Combo,3 pc Crispy Strips Combo,Dipping Sauce,2 pc Crispy Strips,Cheese Dip - Medium
784518972,5313220129,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Ranch Dip - Regular,8 pc Mixed Wings Combo,5 pc Crispy Strips Combo
691177024,4676091145,8 pc Grilled Wings Combo,Ranch Dip - Large,15 pc Spicy Wings,Regular Buffalo Fries,Ranch Dip - Regular,Veggie Sticks
979331115,9283892057,3 pc Crispy Strips Combo,20pc Spicy Feast Deal,6 pc Spicy Wings Combo,Veggie Sticks,Ranch Dip - Large,Add 5 Spicy Wings
280724193,2518508022,Ranch Dip - Regular,Fried Corn - Large,Cheese Fries - Large,30 pc Grilled Wings,20pc Spicy Feast Deal,15 pc Grilled Wings
595884432,4747845722,20pc Spicy Feast Deal,Fried Corn - Regular,32 Oz Soda,20 Oz Soda,Ranch Dip - Regular,10 pc Grilled Wings Combo
91044568,4714767517,Add 5 Spicy Wings,6 pc Grilled Wings Combo,Dipping Sauce,Ranch Dip - Large,3 pc Crispy Strips Combo,8 pc Grilled Wings Combo
213867214,2702547901,Veggie Sticks,Dipping Sauce,10 pc Grilled Wings,Ranch Dip - Regular,Blue Cheese Dip - Regular,3 pc Crispy Strips Combo
115984953,2481358010,20pc Spicy Feast Deal,Ranch Dip - Regular,Chicken Sub,10 pc Spicy Wings,Honey Mustard Dip - Regular,15 pc Grilled Wings
176228300,9823882308,2 pc Crispy Strips,10 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,Add 5 Spicy Wings,Flavor Platter
284326459,3219246819,Ranch Dip - Regular,Add 5 Grilled Wings,20 pc Grilled Wings,Regular Buffalo Fries,Large Buffalo Fries,Veggie Sticks Spicy
397009271,5610733001,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,10 pc Grilled Wings,Ranch Dip - Regular,Cheese Dip - Regular,20 Oz Soda
313902647,6359009799,Fried Corn - Regular,20pc Spicy Feast Deal,Ranch Dip - Regular,20 Oz Soda,10 pc Grilled Wings,10 pc Spicy Wings
250476484,5584934742,20 Oz Soda,Cheese Dip - Regular,8 pc Grilled Wings Combo,Add 5 Grilled Wings,6 pc Grilled Wings Combo,10 pc Grilled Wings
259471811,9958274172,Fried Corn - Regular,Ranch Dip - Regular,Chicken Sub Combo,Add 5 Grilled Wings,10 pc Grilled Wings,15 pc Grilled Wings
630767485,1700879090,8 pc Spicy Wings Combo,Ranch Dip - Regular,Triple Chocolate Cake,10 pc Spicy Wings Combo,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
222757298,423325875,Fried Corn - Regular,Veggie Sticks Spicy,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo,15 pc Grilled Wings Combo
852429541,2700256303,2 pc Crispy Strips,Ranch Dip - Regular,Regular Buffalo Fries,20 pc Grilled Wings,15 pc Grilled Wings,10 pc Grilled Wings
740822945,7172483544,3 pc Crispy Strips Combo,Blue Cheese Dip - Regular,10 pc Spicy Wings Combo,10 pc Grilled Wings,Ranch Dip - Regular,8 pc Mixed Wings Combo
332497361,2771731403,32 Oz Soda,2 pc Crispy Strips,Add 5 Spicy Wings,8 pc Spicy Wings Combo,20pc Spicy Feast Deal,8 pc Grilled Wings Combo
73510650,1884402430,20pc Spicy Feast Deal,8 pc Spicy Wings Combo,20 Oz Soda,Ranch Dip - Regular,Fried Corn - Regular,8 pc Grilled Wings Combo
577211475,4464349661,20pc Spicy Feast Deal,32 Oz Soda,Ranch Dip - Regular,Fried Corn - Large,Large Veggie Sticks,8 pc Grilled Wings Combo
456896960,9020764788,Fried Corn - Regular,Ranch Dip - Regular,30 pc Grilled Wings,Regular Buffalo Fries,Large Buffalo Fries,Large Veggie Sticks Spicy
1258490,897197018,15 pc Grilled Wings,20pc Spicy Feast Deal,Ranch Dip - Regular,Veggie Sticks Spicy,32 Oz Soda,Regular Buffalo Fries
761480509,9195917308,Ranch Dip - Regular,Fried Corn - Regular,Veggie Sticks,10 pc Spicy Wings,10 pc Grilled Wings Combo,8 pc Crispy Strips Combo
571454523,9753500807,Ranch Dip - Large,2 pc Crispy Strips,20pc Spicy Feast Deal,Regular Buffalo Fries,Add 5 Spicy Wings,Large Buffalo Fries
499615877,1074003675,10 pc Spicy Wings,Fried Corn - Regular,7 pc Crispy Strips,Voodoo Fries - Regular,Ranch Dip - Regular,Regular Buffalo Fries
301776513,2181355716,20 pc Grilled Wings,Veggie Sticks,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large,Large Buffalo Fries
384800430,8024017350,Ranch Dip - Large,30 pc Family Grilled Wings,Fried Corn - Regular,Large Buffalo Fries,Dipping Sauce,2 pc Crispy Strips
901956379,575013192,Regular Buffalo Fries,15 pc Grilled Wings,7 pc Crispy Strips,Ranch Dip - Regular,Blue Cheese Dip - Regular,Ranch Dip - Large
622349757,9480777569,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Fried Corn - Regular,Ranch Dip - Regular,Buffalo Fries,Add 5 Grilled Wings
994215503,8490256110,8 pc Grilled Wings Combo,2 pc Crispy Strips,Ranch Dip - Regular,6 pc Grilled Wings Combo,10 pc Spicy Wings Combo,Dipping Sauce
942408609,9316714148,Ranch Dip - Regular,2 pc Crispy Strips,Chicken Sub,10 pc Grilled Wings Combo,20pc Spicy Feast Deal,10 pc Grilled Wings
475626592,3735258950,Large Buffalo Fries,Ranch Dip - Regular,10 pc Spicy Wings,15 pc Spicy Wings,20 pc Grilled Wings,75 pc Mixed Wings
352894347,4118512959,Ranch Dip - Regular,Flavor Platter,20 Oz Soda,Large Buffalo Fries,Fried Corn - Regular,15 pc Grilled Wings
357751622,153301022,6 pc Spicy Wings Combo,Chicken Sub,Fried Corn - Regular,Ranch Dip - Large,6 pc Grilled Wings Combo,8 pc Spicy Wings Combo
452279459,5439543092,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Grilled Wings,Dipping Sauce,Veggie Sticks Spicy,Blue Cheese Dip - Regular
64239408,1234599757,2 pc Crispy Strips,32 Oz Soda,10 pc Grilled Wings,Ranch Dip - Regular,Ranch Dip - Large,Blue Cheese Dip - Regular
146781377,1314782296,Blue Cheese Dip - Regular,Fried Corn - Large,30 pc Grilled Wings,Voodoo Fries - Regular,Fried Corn - Regular,Voodoo Fries - Large
289850892,7832345222,Regular Buffalo Fries,10 pc Mixed Wings,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings,2 pc Crispy Strips
953479794,1907035917,10 pc Spicy Wings Combo,Ranch Dip - Regular,6 pc Grilled Wings Combo,Blue Cheese Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
804730893,5827168935,10 pc Grilled Wings,10 pc Grilled Wings Combo,Fried Corn - Large,15 pc Grilled Wings Combo,Ranch Dip - Regular,Blue Cheese Dip - Regular
642954205,8538799610,Chicken Sub,8 pc Spicy Wings Combo,Regular Buffalo Fries,6 pc Spicy Wings Combo,20pc Spicy Feast Deal,5 pc Crispy Strips Combo
828120344,6646915661,Ranch Dip - Regular,Regular Buffalo Fries,Bottled Water,2 pc Crispy Strips,15 pc Spicy Wings,10 pc Spicy Wings
264767825,7341287854,Chicken Sub Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,15 pc Grilled Wings,6 pc Spicy Wings Combo,10 pc Spicy Wings Combo
740863153,3302178791,Fried Corn - Regular,2 pc Crispy Strips,Ranch Dip - Regular,10 pc Mixed Wings Combo,6 pc Grilled Wings Combo,Regular Buffalo Fries
391458895,5895908225,Fried Corn - Regular,10 pc Spicy Wings,10 pc Spicy Wings Combo,Ranch Dip - Regular,Honey Mustard Dip - Regular,Ranch Dip - Large
93586269,4249926639,10 pc Grilled Wings,10 pc Grilled Wings Combo,Ranch Dip - Large,Ranch Dip - Regular,Veggie Sticks Spicy,Blue Cheese Dip - Regular
709117761,1978069785,25 pc Game Day Pack,Chicken Sub Combo,Large Veggie Sticks Spicy,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
899533625,6829257066,8 pc Spicy Wings Combo,Ranch Dip - Regular,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo,Add 5 Grilled Wings,3 pc Crispy Strips Combo
440457171,7249113306,Veggie Sticks Spicy,6 pc Grilled Wings Combo,3 pc Crispy Strips Combo,Fried Corn - Regular,Ranch Dip - Regular,Dipping Sauce
433975390,3671354189,10 pc Grilled Wings Combo,6 pc Grilled Wings Combo,Large Buffalo Fries,Ranch Dip - Regular,Ranch Dip - Large,8 pc Grilled Wings Combo
715546416,7439102795,24 pc Family Grilled Wings,Triple Chocolate Cake,10 pc Spicy Wings Combo,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
73637672,6371113700,Ranch Dip - Regular,20 Oz Soda,10 pc Spicy Wings,Regular Buffalo Fries,Fried Corn - Regular,Large Buffalo Fries
271995685,5494382077,6 pc Spicy Wings Combo,Ranch Dip - Large,8 pc Spicy Wings Combo,5 pc Crispy Strips Combo,Fried Corn - Large,8 pc Grilled Wings Combo
743731764,7435447142,30 pc Family Grilled Wings,Dipping Sauce,5 pc Crispy Strips Combo,Add 5 Spicy Wings,Ranch Dip - Large,32 Oz Soda
88222968,5479754720,Veggie Sticks,Ranch Dip - Large,Fried Corn - Large,Flavor Platter,20pc Spicy Feast Deal,30 pc Mixed Wings
551777539,9908029367,Ranch Dip - Large,Fried Corn - Large,50 pc Grilled Wings,Large Buffalo Fries,Regular Buffalo Fries,20pc Spicy Feast Deal
496128198,4101133960,Chicken Sub,10 pc Grilled Wings,8 pc Grilled Wings Combo,Ranch Dip - Regular,Large Buffalo Fries,10 pc Spicy Wings Combo
72129409,3015925635,Ranch Dip - Regular,10 pc Spicy Wings,Veggie Sticks Spicy,10 pc Grilled Wings,8 pc Grilled Wings Combo,24 pc Family Grilled Wings
709637547,2028788097,Large Buffalo Fries,20 pc Grilled Wings,Regular Buffalo Fries,Ranch Dip - Regular,Ranch Dip - Large,Blue Cheese Dip - Regular
310140991,1264014639,Veggie Sticks,6 pc Spicy Wings Combo,Blue Cheese Dip - Regular,3 pc Crispy Strips Combo,10 pc Grilled Wings Combo,Ranch Dip - Regular
881591579,989527639,20pc Spicy Feast Deal,8 pc Spicy Wings Combo,Ranch Dip - Regular,32 Oz Soda,15 pc Grilled Wings,20 Oz Soda
877650838,5436082679,Ranch Dip - Regular,15 pc Spicy Wings,20 pc Grilled Wings,Blue Cheese Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
827274979,4826562760,4 pc Crispy Strips,10 pc Grilled Wings Combo,Chicken Sub,Ranch Dip - Regular,8 pc Grilled Wings Combo,Veggie Sticks Spicy
705085361,5840783167,15 pc Grilled Wings,Regular Buffalo Fries,6 pc Spicy Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings,2 pc Crispy Strips
452376502,6403268830,6 pc Mixed Wings Combo,Regular Buffalo Fries,Fried Corn - Regular,32 Oz Soda,Ranch Dip - Regular,Regular Buffalo Fries
461515640,4204556378,Large Buffalo Fries,10 pc Spicy Wings,15 pc Spicy Wings,20pc Spicy Feast Deal,Ranch Dip - Regular,Ranch Dip - Large
845598480,8025974796,2 pc Crispy Strips,Regular Buffalo Fries,15 pc Grilled Wings,Ranch Dip - Large,Ranch Dip - Regular,Blue Cheese Dip - Regular
684312607,3218830263,Fried Corn - Regular,Ranch Dip - Large,10 pc Grilled Wings,Ranch Dip - Regular,Chicken Sub Combo,Blue Cheese Dip - Regular
920863414,1496609584,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,5 pc Crispy Strips Combo,6 pc Grilled Wings Combo,Ranch Dip - Regular,Dipping Sauce
486701855,6593788546,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo,8 pc Grilled Wings Combo,Ranch Dip - Large,Fried Corn - Regular,Ranch Dip - Regular
74190959,5190525485,Chicken Sub Combo,10 pc Grilled Wings Combo,5 pc Crispy Strips Combo,3 pc Crispy Strips Combo,Cheese Fries - Large,8 pc Spicy Wings Combo
418210296,1693088898,Ranch Dip - Regular,20 pc Grilled Wings,20pc Spicy Feast Deal,Voodoo Fries - Regular,Regular Buffalo Fries,Large Buffalo Fries
892869602,4540881888,Ranch Dip - Regular,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,6 pc Grilled Wings Combo,Add 5 Spicy Wings,15 pc Spicy Wings Combo
10640175,3748848573,Add 5 Grilled Wings,20pc Spicy Feast Deal,Fried Corn - Large,Ranch Dip - Regular,15 pc Grilled Wings Combo,Add 5 Spicy Wings
846464669,140533012,20 pc Grilled Wings,20 Oz Soda,Ranch Dip - Regular,Regular Buffalo Fries,Large Buffalo Fries,Fried Corn - Regular
560095323,4328729830,4 pc Crispy Strips,Add 5 Spicy Wings,15 pc Grilled Wings,Fried Corn - Regular,Ranch Dip - Regular,Regular Buffalo Fries
656825175,1100029045,10 pc Mixed Wings Combo,7 pc Crispy Strips,10 pc Grilled Wings Combo,Carrot Sticks,Ranch Dip - Regular,Regular Buffalo Fries
280716757,4240564164,Voodoo Fries - Regular,20 pc Mixed Wings,Ranch Dip - Regular,Regular Buffalo Fries,Blue Cheese Dip - Regular,10 pc Spicy Wings
584891020,3292135969,Ranch Dip - Regular,10 pc Spicy Wings Combo,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo,8 pc Grilled Wings Combo,Blue Cheese Dip - Regular
456006505,5273809414,Add 5 Spicy Wings,Ranch Dip - Large,10 pc Grilled Wings Combo,Ranch Dip - Regular,Chicken Sub,Add 5 Grilled Wings
507699123,4843892365,2 pc Crispy Strips,Ranch Dip - Large,Fried Corn - Large,15 pc Grilled Wings,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo
952900524,4475708513,Large Buffalo Fries,Chicken Sub Combo,6 pc Grilled Wings Combo,2 pc Crispy Strips,10 pc Grilled Wings,15 pc Spicy Wings
951770074,1891258868,30 pc Family Grilled Wings,Ranch Dip - Large,Fried Corn - Regular,Dipping Sauce,Large Buffalo Fries,2 pc Crispy Strips
43006300,8567790320,10 pc Grilled Wings,Add 5 Grilled Wings,10 pc Spicy Wings,Ranch Dip - Regular,Regular Buffalo Fries,Add 5 Spicy Wings
956554764,555033840,5 pc Crispy Strips Combo,20 Oz Soda,10 pc Grilled Wings,Ranch Dip - Regular,Ranch Dip - Large,Regular Buffalo Fries
320742479,1757964799,Ranch Dip - Regular,Chicken Sub Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo
300095062,203585826,Ranch Dip - Regular,Regular Buffalo Fries,20 pc Grilled Wings,Fried Corn - Regular,2 pc Crispy Strips,15 pc Grilled Wings
857879752,4991901700,Large Buffalo Fries,10 pc Grilled Wings Combo,20pc Spicy Feast Deal,Ranch Dip - Regular,Add 5 Grilled Wings,Fried Corn - Regular
513474141,788250617,6 pc Spicy Wings Combo,8 pc Spicy Wings Combo,8 pc Mixed Wings Combo,Ranch Dip - Regular,6 pc Grilled Wings Combo,10 pc Spicy Wings Combo
639092931,1327263363,Triple Chocolate Cake,Veggie Sticks Spicy,8 pc Spicy Wings Combo,6 pc Spicy Wings Combo,Ranch Dip - Regular,Regular Buffalo Fries
180718756,2199438114,Ranch Dip - Regular,20 Oz Soda,Regular Buffalo Fries,10 pc Spicy Wings,20 pc Spicy Wings,32 Oz Soda
854159463,6137645469,Voodoo Fries - Large,4 pc Crispy Strips,5 pc Crispy Strips Combo,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries
159520555,8721610270,Cheese Fries - Regular,10 pc Spicy Wings,Ranch Dip - Regular,Add 5 Grilled Wings,32 Oz Soda,10 pc Grilled Wings
135641283,6792373984,Ranch Dip - Large,20 pc Grilled Wings,2 pc Crispy Strips,Large Buffalo Fries,Regular Buffalo Fries,Dipping Sauce
22609897,1355068589,3 pc Crispy Strips Combo,Fried Corn - Regular,10 pc Grilled Wings,Ranch Dip - Regular,Blue Cheese Dip - Regular,Honey Mustard Dip - Regular
15750176,8787311196,Large Buffalo Fries,Ranch Dip - Regular,Add 5 Spicy Wings,15 pc Grilled Wings,10 pc Spicy Wings,20 pc Spicy Wings
910873155,5831553557,Fried Corn - Regular,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Grilled Wings,10 pc Spicy Wings,25 pc Game Day Pack
268346158,1728785684,3 pc Crispy Strips Combo,Fried Corn - Regular,6 pc Spicy Wings Combo,7 pc Crispy Strips,Ranch Dip - Regular,8 pc Grilled Wings Combo
467898599,7436158860,10 pc Grilled Wings Combo,Veggie Sticks Spicy,25 pc Game Day Pack,Cheese Dip - Medium,2 pc Crispy Strips,Ranch Dip - Large
148829205,9866060252,Add 5 Spicy Wings,Buffalo Fries,Ranch Dip - Regular,15 pc Spicy Wings,10 pc Grilled Wings,10 pc Spicy Wings
606485203,1757937877,Ranch Dip - Large,Large Buffalo Fries,30 pc Grilled Wings,Regular Buffalo Fries,Large Veggie Sticks,Ranch Dip - Regular
127612123,8953892581,Large Veggie Sticks Spicy,Ranch Dip - Large,Fried Corn - Large,20pc Spicy Feast Deal,Flavor Platter,10 pc Grilled Wings Combo
572496484,9160586430,20pc Spicy Feast Deal,Ranch Dip - Regular,15 pc Spicy Wings,Fried Corn - Large,10 pc Grilled Wings,Large Buffalo Fries
826400711,1348916976,Chicken Sub,2 pc Crispy Strips,30 pc Family Grilled Wings,20 Oz Soda,Blue Cheese Dip - Large,Dipping Sauce
178244854,4319071016,Ranch Dip - Regular,10 pc Grilled Wings,20pc Spicy Feast Deal,Regular Buffalo Fries,2 pc Crispy Strips,Cheese Dip - Medium
482214024,2082860004,10 pc Grilled Wings,10 pc Spicy Wings,Regular Buffalo Fries,Ranch Dip - Regular,Ranch Dip - Large,Blue Cheese Dip - Regular
893185287,6088363846,Ranch Dip - Large,30 pc Grilled Wings,Fried Corn - Large,Regular Buffalo Fries,Ranch Dip - Regular,Dipping Sauce
97269016,6601145696,Flavor Platter,20 pc Grilled Wings,Chicken Sub,2 pc Crispy Strips,20pc Spicy Feast Deal,Ranch Dip - Regular
772901794,9265211153,Carrot Sticks,10 pc Spicy Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings
581373507,8354850181,24 pc Family Grilled Wings,20 Oz Soda,32 Oz Soda,8 pc Spicy Wings Combo,Triple Chocolate Cake,Large Veggie Sticks Spicy
5613489,9709185284,3 pc Crispy Strips Combo,Chicken Sub,20 pc Grilled Wings,Blue Cheese Dip - Regular,Ranch Dip - Regular,Regular Buffalo Fries
331448524,8664036462,Veggie Sticks,Ranch Dip - Large,Fried Corn - Regular,50 pc Mixed Wings,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
836575948,1787804796,20pc Spicy Feast Deal,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,2 pc Crispy Strips,6 pc Grilled Wings Combo,Ranch Dip - Regular
760901567,4169189588,10 pc Spicy Wings Combo,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,Dipping Sauce,6 pc Spicy Wings Combo,8 pc Spicy Wings Combo
253600554,4240555546,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo,10 pc Spicy Wings Combo,8 pc Crispy Strips Combo,2 pc Crispy Strips
930616334,6707615211,Blue Cheese Dip - Regular,20pc Spicy Feast Deal,2 pc Crispy Strips,Ranch Dip - Regular,Veggie Sticks Spicy,10 pc Grilled Wings
746489796,6121591301,Ranch Dip - Regular,20 pc Grilled Wings,Regular Buffalo Fries,Veggie Sticks Spicy,Veggie Sticks,Large Buffalo Fries
818477912,9660893737,6 pc Grilled Wings Combo,Chicken Sub Combo,Ranch Dip - Regular,6 pc Spicy Wings Combo,Honey Mustard Dip - Regular,10 pc Grilled Wings
603622297,3166725456,15 pc Grilled Wings,Ranch Dip - Regular,Fried Corn - Regular,Regular Buffalo Fries,10 pc Grilled Wings,Large Veggie Sticks Spicy
457268741,2935738403,Cheese Fries - Large,Veggie Sticks Spicy,20pc Spicy Feast Deal,Flavor Platter,20 Oz Soda,Ranch Dip - Regular
518560140,7655305325,10 pc Mixed Wings,10 pc Grilled Wings Combo,5 pc Crispy Strips Combo,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
933015978,5498347398,Chicken Sub,10 pc Spicy Wings,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
210609580,7654433270,Flavor Platter,Add 5 Spicy Wings,4 pc Crispy Strips,Regular Buffalo Fries,Ranch Dip - Large,Large Buffalo Fries
921507925,5618771525,Ranch Dip - Regular,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo,2 pc Crispy Strips,6 pc Mixed Wings Combo,6 pc Grilled Wings Combo
630742216,8544774642,10 pc Grilled Wings Combo,Ranch Dip - Regular,Add 5 Grilled Wings,10 pc Spicy Wings Combo,Veggie Sticks Spicy,Add 5 Spicy Wings
632598037,3729893922,10 pc Spicy Wings,Fried Corn - Regular,Blue Cheese Dip - Regular,Ranch Dip - Regular,10 pc Grilled Wings,Veggie Sticks
371208400,4326009809,8 pc Grilled Wings Combo,2 pc Crispy Strips,8 pc Spicy Wings Combo,Ranch Dip - Regular,Fried Corn - Regular,6 pc Spicy Wings Combo
304597748,2574201124,6 pc Spicy Wings Combo,2 pc Crispy Strips,10 pc Mixed Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,Honey Mustard Dip - Regular
324559624,5839346714,30 pc Grilled Wings,Ranch Dip - Large,Regular Buffalo Fries,Dipping Sauce,Add 5 Spicy Wings,7 pc Crispy Strips
783666949,9405233990,Ranch Dip - Regular,20 pc Mixed Wings,32 Oz Soda,Regular Buffalo Fries,Cheese Fries - Large,Large Buffalo Fries
511962541,5047246062,32 Oz Soda,10 pc Mixed Wings,Ranch Dip - Regular,2 pc Crispy Strips,Voodoo Fries - Regular,Regular Buffalo Fries
913781453,9741900531,Veggie Sticks Spicy,Voodoo Fries - Regular,4 pc Crispy Strips,Chicken Sub,20pc Spicy Feast Deal,Ranch Dip - Regular
433588764,900698321,Regular Buffalo Fries,Ranch Dip - Large,Large Buffalo Fries,20 pc Grilled Wings,30 pc Family Grilled Wings,50 pc Mixed Wings
300355165,9602315572,15 pc Spicy Wings,20pc Spicy Feast Deal,32 Oz Soda,2 pc Crispy Strips,Voodoo Fries - Regular,Ranch Dip - Regular
94563958,1870956895,Veggie Sticks Spicy,15 pc Crispy Strips,Fried Corn - Large,Ranch Dip - Regular,Regular Buffalo Fries,Ranch Dip - Large
